asset_no,device_type,brand,model,serial,building,floor,department,location,department_code,status,site,contract_no,ip,mac,remote_id,updated_at,updated_by,remark,vendor,install_date,uninstall_date,warranty_end,device_group,cost_center,meter_required,meter_mode,asset_site_code
2275,PRINTER INKJET,EPSON,M1120,X5J9013495,อาคารผู้ป่วยนอก,2,ศูนย์ตรวจสุขภาพ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00037
2276,PRINTER INKJET,EPSON,M1120,X5J9015278,อาคารผู้ป่วยนอก,2,ศูนย์ตรวจสุขภาพ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00038
2277,PRINTER INKJET,EPSON,M1120,X5J9015256,อาคารผู้ป่วยนอก,2,ห้องตรวจเบาหวาน ความดันเบอร์3,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00039
2278,PRINTER INKJET,EPSON,M1120,X5J9015283,อาคารผู้ป่วยนอก,2,ห้องตรวจเบาหวาน ความดันเบอร์4,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00040
2279,PRINTER INKJET,EPSON,M1120,X5J9015306,อาคารผู้ป่วยนอก,2,ห้องตรวจเบาหวาน ความดันเบอร์5,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00041
2280,PRINTER INKJET,EPSON,M1120,X5J9013589,อาคารผู้ป่วยนอก,2,ห้องตรวจเบาหวาน ความดันเบอร์6,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00042
2281,PRINTER INKJET,EPSON,M1120,X5J9013572,อาคารผู้ป่วยนอก,2,ห้องตรวจเบาหวาน ความดันเบอร์7,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00043
2282,PRINTER INKJET,EPSON,M1120,X5J9015309,อาคารผู้ป่วยนอก,2,ARV,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00044
2283,PRINTER INKJET,EPSON,M1120,X5J9016501,อาคารผู้ป่วยนอก,2,หน้าห้องตรวจเบาหวาน เบอร์ 5,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00045
2284,PRINTER INKJET,EPSON,M1120,X5J9013501,อาคารผู้ป่วยนอก,2,หน้าห้องตรวจเบอร์ 11,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00046
2285,PRINTER INKJET,EPSON,M1120,X5J9016514,อาคารผู้ป่วยนอก,2,หน้าห้องตรวจเบอร์ 14,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00047
2286,PRINTER INKJET,EPSON,M1120,X5J9013577,อาคารผู้ป่วยนอก,2,ห้องตรวจจิตเวช,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00048
2287,PRINTER INKJET,EPSON,M1120,X5J9015313,อาคารผู้ป่วยนอก,2,หน้าห้องตรวจเบอร์ 13,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00049
2288,PRINTER INKJET,EPSON,M1120,X5J9013663,อาคารผู้ป่วยนอก,2,หน้าห้องตรวจเบอร์ 16,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00050
2289,PRINTER INKJET,EPSON,M1120,X5J9015310,อาคารผู้ป่วยนอก,2,ห้องตรวจเบอร์13,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00051
2290,PRINTER INKJET,EPSON,M1120,X5J9013691,อาคารผู้ป่วยนอก,2,ห้องตรวจเบอร์14,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00052
2291,PRINTER INKJET,EPSON,M1120,X5J9013497,อาคารผู้ป่วยนอก,2,ห้องตรวจเบอร์15,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00053
2292,PRINTER INKJET,EPSON,M1120,X5J9013978,อาคารผู้ป่วยนอก,2,ห้องตรวจเบอร์16,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00054
2293,PRINTER INKJET,EPSON,M1120,X5J9016495,อาคารผู้ป่วยนอก,2,สังคมสงเคราะห์,,สังคมสงเคราะห์,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00055
2294,PRINTER INKJET,EPSON,M1120,X5J9015305,อาคารผู้ป่วยนอก,2,ห้องตรวจสูตินารีเวช,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00056
2295,PRINTER INKJET,EPSON,M1120,X5J9015290,อาคารผู้ป่วยนอก,2,ห้องตรวจสูตินารีเวช,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00057
2296,PRINTER INKJET,EPSON,M1120,X5J9013681,อาคารผู้ป่วยนอก,2,งานฝากครรภ์,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00058
2297,PRINTER INKJET,EPSON,M1120,X5J9013490,อาคารผู้ป่วยนอก,2,คลีนิคกุมารเวชกรรม,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00059
2298,PRINTER INKJET,EPSON,M1120,X5J9013607,อาคารผู้ป่วยนอก,2,คลีนิคกุมารเวชกรรม,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00060
2299,PRINTER INKJET,EPSON,M1120,X5J9013481,อาคารผู้ป่วยนอก,2,คลีนิคกุมารเวชกรรม,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00061
2300,PRINTER INKJET,EPSON,M1120,X5J9013534,อาคารผู้ป่วยนอก,2,คลีนิคกุมารเวชกรรม,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00062
2301,PRINTER INKJET,EPSON,M1120,X5J9015326,อาคารผู้ป่วยนอก,2,เวชระบียน,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00063
2302,PRINTER INKJET,EPSON,M1120,X5J9013509,อาคารผู้ป่วยนอก,2,ศูนย์จัดเก็บรายได้,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00064
2303,PRINTER INKJET,EPSON,M1120,X5J9013582,อาคารผู้ป่วยนอก,2,ศูนย์จัดเก็บรายได้,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00065
2304,PRINTER INKJET,EPSON,M1120,X5J9013510,อาคารผู้ป่วยนอก,2,ศูนย์จัดเก็บรายได้,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00066
2305,PRINTER INKJET,EPSON,M1120,X5J9013679,อาคารผู้ป่วยนอก,2,คลินิคทางเดินหายใจ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00067
2306,PRINTER INKJET,EPSON,M1120,X5J9015311,อาคารผู้ป่วยนอก,2,ห้องตรวจ หูคอจมูก,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00068
2307,PRINTER INKJET,EPSON,M1120,X5J9013586,อาคารผู้ป่วยนอก,2,ห้องตรวจตา,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00069
2308,PRINTER INKJET,EPSON,M1120,X5J9013932,อาคารผู้ป่วยนอก,2,ห้องตรวจตา,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00070
2309,PRINTER INKJET,EPSON,M1120,X5J9013652,อาคารผู้ป่วยนอก,3,เวชกรรมสังคม,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00071
2310,PRINTER INKJET,EPSON,M1120,X5J9013593,อาคารผู้ป่วยนอก,3,เวชกรรมสังคม,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00072
2311,PRINTER INKJET,EPSON,M1120,X5J9013571,อาคารผู้ป่วยนอก,3,องค์กรการแพทย์,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00073
2312,PRINTER INKJET,EPSON,M1120,X5J9013527,อาคารผู้ป่วยนอก,3,ห้องสมุด,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00074
2313,PRINTER INKJET,EPSON,M1120,X5J9013530,อาคารผู้ป่วยนอก,3,เวชกรรมสังคม,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00075
2314,PRINTER INKJET,EPSON,M1120,X5J9015301,อาคารผู้ป่วยนอก,4,พัฒนาระบบบริการ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00076
2315,PRINTER INKJET,EPSON,M1120,X5J9013960,อาคารผู้ป่วยนอก,4,งาน IC,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00077
2316,PRINTER INKJET,EPSON,M1120,X5J9013584,อาคารผู้ป่วยนอก,4,กลุ่มการพยาบาล,,เวชศาสตร์ป้องกันและชุมชน,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00078
2317,PRINTER INKJET,EPSON,M1120,X5J9013574,อาคารผู้ป่วยนอก,4,กลุ่มการพยาบาล,,เวชศาสตร์ป้องกันและชุมชน,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00079
2318,PRINTER INKJET,EPSON,M1120,X5J9015261,อาคารผู้ป่วยนอก,4,งานนิติกร,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00080
2319,PRINTER INKJET,EPSON,M1120,X5J9013661,อาคารผู้ป่วยนอก,4,งานบัญชี,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00081
2320,PRINTER INKJET,EPSON,M1120,X5J9015299,อาคารผู้ป่วยนอก,4,งานบัญชี,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00082
2321,PRINTER INKJET,EPSON,M1120,X5J9013508,อาคารผู้ป่วยนอก,4,งานบัญชี,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00083
2322,PRINTER INKJET,EPSON,M1120,X5J9015316,อาคารผู้ป่วยนอก,4,งานบัญชี,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00084
2323,PRINTER INKJET,EPSON,M1120,X5J9013480,อาคารผู้ป่วยนอก,4,การเงิน,,การเงิน,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00085
2324,PRINTER INKJET,EPSON,M1120,X5J9013576,อาคารผู้ป่วยนอก,4,การเงิน,,การเงิน,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00086
2325,PRINTER INKJET,EPSON,WF-M5899,XCDH000552,อาคารผู้ป่วยนอก,4,งานธุรการ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00087
2326,PRINTER INKJET,EPSON,M3170,X5TT015711,อาคารผู้ป่วยนอก,4,ศูนย์คอมฯ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,รับกลับ,,,,,COMPANY,,TRUE,TOTAL,NKP-00088
2327,PRINTER INKJET,EPSON,M3170,X5TT005795,อาคารผู้ป่วยนอก,4,ศูนย์คอมฯ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,รับกลับ,,,,,COMPANY,,TRUE,TOTAL,NKP-00089
2328,PRINTER INKJET,EPSON,M1120,X5J9013551,อาคารโภชนาการ,1,งานโภชนาการ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00090
2329,PRINTER INKJET,EPSON,M1120,X5J9013677,อาคารโภชนาการ,1,งานโภชนาการ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00091
2330,PRINTER INKJET,EPSON,M1120,X5J9015319,อาคารโภชนาการ,1,งานโภชนาการ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00092
2331,PRINTER INKJET,EPSON,M1120,X5J9013515,อาคารศูนย์ดูแลต่อเนื่อง (LTC),1,ศูนย์ดูแลต่อเนื่อง,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00093
2332,PRINTER INKJET,EPSON,M1120,X5J9013512,อาคารศูนย์สุขภาพชุมชน (PCU),1,ศูนย์สุขภาพชุมชน,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00094
2333,PRINTER INKJET,EPSON,M2140,X5JU002419,อาคารศูนย์สุขภาพชุมชน (PCU),1,แพทย์แผนไทยและการแพทย์ทางเลือก,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00095
2334,PRINTER INKJET,EPSON,M1120,X5J9014604,อาคารศูนย์หัวใจและหลอดเลือดสมอง,3,ห้อง CCU,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00096
2335,PRINTER INKJET,EPSON,M1120,X5J9013964,อาคารศูนย์หัวใจและหลอดเลือดสมอง,5,คลินิคทางเดินหายใจ,,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00097
2336,PRINTER INKJET,EPSON,M1120,X5J9015270,อาคารศูนย์หัวใจและหลอดเลือดสมอง,9,กายภาพบำบัด,,เวชกรรมฟื้นฟู,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00098
2337,PRINTER INKJET,EPSON,M1120,X5J9013528,อาคารศูนย์หัวใจและหลอดเลือดสมอง,11,พยาธิ(ห้องเพาะเชื้อ),,,Active,โรงพยาบาลนครพนม,,,,,2026-07-03 15:25:20,nikorn2527@gmail.com,,,,,,COMPANY,,TRUE,TOTAL,NKP-00099
